AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,Well Prime,Long,273098,Bond,EJ0445951,72143.0,72143.0,96.0,96.0,1.33,1.33,69257.28,92112.1824,11.2728,1320.2327,11.2728,5003.0421
2023-01-08,01/06/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,20180000.0,20180000.0,113.0,113.0,1.0,1.0,22803400.0,22803400.0,2205.4645,272374.8634,2205.4645,1476558.47
2023-01-08,15/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,1720000.0,1720000.0,113.0,113.0,1.0,1.0,1943600.0,1943600.0,187.9781,23215.3005,187.9781,125851.3661
2023-01-08,01/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,1570000.0,1570000.0,113.0,113.0,1.0,1.0,1774100.0,1774100.0,171.5847,21190.7104,171.5847,114875.9563
2023-01-08,01/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,1000000.0,1000000.0,113.0,113.0,1.0,1.0,1130000.0,1130000.0,109.2896,13497.2678,109.2896,73169.3989
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,21830000.0,21830000.0,113.0,113.0,1.0,1.0,24667900.0,24667900.0,2385.7924,294645.3552,2385.7924,1597287.978
2023-01-08,15/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,1350000.0,1350000.0,113.0,113.0,1.0,1.0,1525500.0,1525500.0,147.541,18221.3115,147.541,98778.6885
2023-01-08,15/07/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278776,Bond,912828CA6,1240000.0,1240000.0,113.0,113.0,1.0,1.0,1401200.0,1401200.0,135.5191,16736.612,135.5191,90730.0546
2023-01-08,16/11/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,278802,Bond,912828HA1,121000.0,121000.0,98.0,98.0,1.0,1.0,0.0,0.0,15.7036,502.6858,15.7036,455.446
2023-01-08,16/11/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,278802,Bond,912828HA1,15100.0,15100.0,98.0,98.0,1.0,1.0,0.0,0.0,1.9597,62.7319,1.9597,56.8367
2023-01-08,16/11/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,278802,Bond,912828HA1,863900.0,863900.0,98.0,98.0,1.0,1.0,0.0,0.0,112.1182,3589.0101,112.1182,3251.7341
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,26670000.0,26670000.0,124.0,124.0,1.0,1.0,33070800.0,33070800.0,2648.7329,351459.4521,2648.7329,1677013.253
2023-01-08,15/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1850000.0,1850000.0,124.0,124.0,1.0,1.0,2294000.0,2294000.0,183.7329,24379.4521,183.7329,116328.2534
2023-01-08,01/07/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1880000.0,1880000.0,124.0,124.0,1.0,1.0,2331200.0,2331200.0,186.7123,24774.7945,186.7123,118214.6575
2023-01-08,15/07/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1420000.0,1420000.0,124.0,124.0,1.0,1.0,1760800.0,1760800.0,141.0274,18712.8767,141.0274,89289.7945
2023-01-08,01/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1190000.0,1190000.0,124.0,124.0,1.0,1.0,1475600.0,1475600.0,118.1849,15681.9178,118.1849,74827.363
2023-01-08,01/06/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,17840000.0,17840000.0,124.0,124.0,1.0,1.0,22121600.0,22121600.0,1771.7808,235096.9863,1771.7808,1121781.644
2023-01-08,15/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1790000.0,1790000.0,124.0,124.0,1.0,1.0,2219600.0,2219600.0,177.774,23588.7671,177.774,112555.4452
2023-01-08,01/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1540000.0,1540000.0,124.0,124.0,1.0,1.0,1909600.0,1909600.0,152.9452,20294.2466,152.9452,96835.411
2023-01-08,15/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1320000.0,1320000.0,124.0,124.0,1.0,1.0,1636800.0,1636800.0,131.0959,17395.0685,131.0959,83001.7808
2023-01-08,01/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,278822,Bond,912828PX2,1630000.0,1630000.0,124.0,124.0,1.0,1.0,2021200.0,2021200.0,161.8836,21480.274,161.8836,102494.6233
2023-01-08,03/12/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,278990,Bond,983919AC5,1000000.0,1000000.0,98.0,98.0,1.0,1.0,0.0,0.0,0.0,2690.9722,0.0,2604.1667
2023-01-08,28/06/22,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,279096,Equity,ATVI,71.0,71.0,0.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,22/09/22,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,279096,Equity,ATVI,125.0,125.0,0.0,75.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,28/06/22,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,279096,Equity,ATVI,500.0,500.0,0.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,22/09/22,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,279096,Equity,ATVI,875.0,875.0,0.0,75.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,28/06/22,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,279096,Equity,ATVI,429.0,429.0,0.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,01/06/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,150000.0,150000.0,159.18,159.21,1.0,1.0,23881500.0,23881500.0,4500.0,129000.0,4500.0,843000.0
2023-01-08,01/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,01/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,15/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,15/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,220000.0,220000.0,159.18,159.21,1.0,1.0,35026200.0,35026200.0,6600.0,189200.0,6600.0,1236400.0
2023-01-08,15/07/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,01/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,15/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,01/07/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279455,Equity,GLD,10000.0,10000.0,159.18,159.21,1.0,1.0,1592100.0,1592100.0,300.0,8600.0,300.0,56200.0
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279728,Equity,MRK,450000.0,450000.0,77.94,77.95,1.0,1.0,35077500.0,35077500.0,4500.0,144000.0,4500.0,936000.0
2023-01-08,01/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,279728,Equity,MRK,20000.0,20000.0,77.94,77.95,1.0,1.0,1559000.0,1559000.0,200.0,6400.0,200.0,41600.0
2023-01-08,01/06/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279728,Equity,MRK,270000.0,270000.0,77.94,77.95,1.0,1.0,21046500.0,21046500.0,2700.0,86400.0,2700.0,561600.0
2023-01-08,01/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,279728,Equity,MRK,20000.0,20000.0,77.94,77.95,1.0,1.0,1559000.0,1559000.0,200.0,6400.0,200.0,41600.0
2023-01-08,11/04/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,280268,Equity,VIX,4286.0,4286.0,0.0,2.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-12686.56
2023-01-08,11/04/23,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,280268,Equity,VIX,714.0,714.0,0.0,2.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2113.44
2023-01-08,11/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,280268,Equity,VIX,5000.0,5000.0,0.0,2.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-14800.0
2023-01-08,04/03/20,,Heather,Heather, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,16000.0,16000.0,104.42,104.41,1.0,1.0,1670560.0,1670560.0,-160.0,-2400.0,-160.0,-15360.0
2023-01-08,24/03/21,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,442.0,442.0,104.42,104.41,1.0,1.0,46149.22,46149.22,-4.42,-66.3,-4.42,-424.32
2023-01-08,24/03/21,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,280313,Equity,WMT,91.0,91.0,104.42,104.41,1.0,1.0,9501.31,9501.31,-0.91,-13.65,-0.91,-87.36
2023-01-08,04/03/20,,SMA-L1,SMA-L1, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,4000.0,4000.0,104.42,104.41,1.0,1.0,417640.0,417640.0,-40.0,-600.0,-40.0,-3840.0
2023-01-08,04/03/20,,SMA-L2,SMA-L2, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,4000.0,4000.0,104.42,104.41,1.0,1.0,417640.0,417640.0,-40.0,-600.0,-40.0,-3840.0
2023-01-08,04/03/20,,SMA-L4,SMA-L4, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,4000.0,4000.0,104.42,104.41,1.0,1.0,417640.0,417640.0,-40.0,-600.0,-40.0,-3840.0
2023-01-08,24/03/21,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,280313,Equity,WMT,11.0,11.0,104.42,104.41,1.0,1.0,1148.51,1148.51,-0.11,-1.65,-0.11,-10.56
2023-01-08,24/03/21,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,Well Prime,Long,280313,Equity,WMT,456.0,456.0,104.42,104.41,1.0,1.0,47610.96,47610.96,-4.56,-68.4,-4.56,-437.76
2023-01-08,23/05/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,287541,Bond,127693AC3,1500000.0,1500000.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,11625.0,0.0,-1287750.0
2023-01-08,23/05/23,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,287541,Bond,127693AC3,250000.0,250000.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,1937.5,0.0,-214625.0
2023-01-08,23/05/23,,Opium,Opium Holdings Partners, Default,Asset,DefaultS2,CS Prime,Long,287541,Bond,127693AC3,1500000.0,1500000.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,11625.0,0.0,-1287750.0
2023-01-08,23/05/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,287541,Bond,127693AC3,1750000.0,1750000.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,13562.5,0.0,-1502375.0
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,277144,Equity,F,2500.0,2500.0,6.25,6.25,1.0,1.0,15625.0,15625.0,0.0,50.0,0.0,275.0
2023-01-08,04/03/20,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,277144,Equity,F,15000.0,15000.0,6.25,6.25,1.0,1.0,93750.0,93750.0,0.0,300.0,0.0,1650.0
2023-01-08,04/03/20,02/06/21,Opium,Opium Holdings Partners, Default,Asset,DefaultS2,CS Prime,Long,277144,Equity,F,0.0,0.0,6.25,6.25,1.0,1.0,,,0.0,0.0,0.0,0.0
2023-01-08,04/03/20,,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,277144,Equity,F,17500.0,17500.0,6.25,6.25,1.0,1.0,109375.0,109375.0,0.0,350.0,0.0,1925.0
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Asset,DefaultS2,CS Prime,Long,288602,AssetBacked,17320QAA7,2400000.0,2400000.0,89.0,89.0,1.0,1.0,0.0,0.0,0.0,650.2,0.0,433.4667
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,288602,AssetBacked,17320QAA7,400000.0,400000.0,89.0,89.0,1.0,1.0,0.0,0.0,0.0,108.3667,0.0,72.2444
2023-01-08,04/03/20,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288602,AssetBacked,17320QAA7,2400000.0,2400000.0,89.0,89.0,1.0,1.0,0.0,0.0,0.0,650.2,0.0,433.4667
2023-01-08,04/03/20,,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288602,AssetBacked,17320QAA7,2800000.0,2800000.0,89.0,89.0,1.0,1.0,0.0,0.0,0.0,758.5667,0.0,505.7111
